GeneID	gene_name	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Plastic.rep1	Plastic.rep2	Matrigel.rep1	Matrigel.rep2	Plastic.TPM	Matrigel.TPM
ENSG00000232382	OR5K1	21.5553	7.8508	1.4911	5.2650	1.402E-07	2.841E-07	0.0000	0.0000	52.5106	33.7106	0.00	0.00
ENSG00000233954	UQCRHL	21.3006	7.8339	1.4884	5.2635	1.414E-07	2.863E-07	0.0000	0.0000	46.6761	38.5264	16.69	15.32
ENSG00000115947	ORC4	21.2775	7.8328	1.4891	5.2601	1.440E-07	2.915E-07	0.0000	0.0000	36.9519	48.1579	21.11	27.92
ENSG00000132639	SNAP25	21.5712	4.7721	0.9073	5.2597	1.443E-07	2.920E-07	0.9963	2.0679	40.8416	42.3790	1.63	0.77
ENSG00000168172	HOOK3	20.3119	-7.8338	1.4904	-5.2564	1.469E-07	2.973E-07	38.8552	42.3926	0.0000	0.0000	10.07	4.73
ENSG00000225330	AF064860.1	20.3119	-7.8338	1.4904	-5.2564	1.469E-07	2.973E-07	38.8552	42.3926	0.0000	0.0000	0.00	0.00
ENSG00000066294	CD84	20.2931	-7.8329	1.4902	-5.2561	1.471E-07	2.975E-07	40.8477	40.3246	0.0000	0.0000	0.01	0.01
ENSG00000241149	ZNF722	20.2931	-7.8329	1.4902	-5.2561	1.471E-07	2.975E-07	40.8477	40.3246	0.0000	0.0000	0.07	0.02
ENSG00000187510	PLEKHG7	21.3099	7.8343	1.4905	5.2561	1.472E-07	2.975E-07	0.0000	0.0000	50.5657	34.6737	0.00	0.02
ENSG00000160293	VAV2	20.6458	-7.8558	1.4948	-5.2554	1.477E-07	2.985E-07	30.8849	51.6983	0.0000	0.0000	5.09	2.59
ENSG00000213123	DYNLT2B	20.2648	-7.8315	1.4908	-5.2531	1.496E-07	3.020E-07	43.8366	37.2227	0.0000	0.0000	7.06	5.97
ENSG00000272741	AC069257.3	20.2648	-7.8315	1.4908	-5.2531	1.496E-07	3.020E-07	43.8366	37.2227	0.0000	0.0000	4.86	0.50
ENSG00000149054	ZNF215	20.2648	-7.8315	1.4908	-5.2531	1.496E-07	3.020E-07	43.8366	37.2227	0.0000	0.0000	2.09	3.66
ENSG00000149050	ZNF214	20.2648	-7.8315	1.4908	-5.2531	1.496E-07	3.020E-07	43.8366	37.2227	0.0000	0.0000	0.00	0.00
ENSG00000108091	CCDC6	21.0529	7.8171	1.4882	5.2526	1.499E-07	3.026E-07	0.0000	0.0000	43.7588	40.4527	14.29	11.90
ENSG00000261115	TMEM178B	157.8317	0.9208	0.1753	5.2517	1.507E-07	3.041E-07	106.6026	111.6682	187.6767	225.3792	0.42	0.08
ENSG00000143437	ARNT	20.3590	-7.8362	1.4924	-5.2506	1.516E-07	3.057E-07	33.8737	47.5624	0.0000	0.0000	22.06	14.07
ENSG00000143387	CTSK	20.3590	-7.8362	1.4924	-5.2506	1.516E-07	3.057E-07	33.8737	47.5624	0.0000	0.0000	4.18	1.83
ENSG00000249035	CLMAT3	21.2682	7.8323	1.4919	5.2499	1.522E-07	3.067E-07	0.0000	0.0000	33.0622	52.0106	1.30	0.41
ENSG00000112234	FBXL4	21.2682	7.8323	1.4919	5.2499	1.522E-07	3.067E-07	0.0000	0.0000	33.0622	52.0106	10.85	4.55
ENSG00000270647	TAF15	20.2460	-7.8306	1.4918	-5.2492	1.528E-07	3.078E-07	45.8292	35.1548	0.0000	0.0000	74.85	87.69
ENSG00000185261	KIAA0825	19.7534	-3.9369	0.7501	-5.2488	1.531E-07	3.084E-07	34.8700	39.2907	3.8897	0.9632	0.22	0.08
ENSG00000150625	GPM6A	28.7804	2.4993	0.4765	5.2450	1.563E-07	3.148E-07	4.9814	12.4076	47.6485	50.0843	2.95	1.62
ENSG00000140506	LMAN1L	20.0534	-7.8154	1.4909	-5.2422	1.587E-07	3.194E-07	38.8552	41.3586	0.0000	0.0000	0.00	0.02
ENSG00000261606	AC091230.1	20.0534	-7.8154	1.4909	-5.2422	1.587E-07	3.194E-07	38.8552	41.3586	0.0000	0.0000	0.00	0.00
ENSG00000087258	GNAO1	20.0629	-7.8159	1.4910	-5.2419	1.589E-07	3.197E-07	37.8589	42.3926	0.0000	0.0000	34.43	5.60
ENSG00000283240	AC007529.2	21.0691	7.8179	1.4915	5.2416	1.591E-07	3.201E-07	0.0000	0.0000	50.5657	33.7106	0.00	0.00
ENSG00000285744	MITA1	20.0252	-7.8140	1.4910	-5.2407	1.600E-07	3.217E-07	41.8440	38.2567	0.0000	0.0000	0.00	0.02
ENSG00000227260	LINC01985	20.8098	7.8004	1.4887	5.2398	1.608E-07	3.231E-07	0.0000	0.0000	42.7864	40.4527	0.00	0.11
ENSG00000227549	AC116035.1	20.8098	7.8004	1.4887	5.2398	1.608E-07	3.231E-07	0.0000	0.0000	42.7864	40.4527	0.00	0.00
ENSG00000167323	STIM1	20.0911	-7.8173	1.4922	-5.2390	1.615E-07	3.245E-07	34.8700	45.4945	0.0000	0.0000	28.91	15.42
ENSG00000089063	TMEM230	20.4061	-7.8387	1.4972	-5.2354	1.646E-07	3.307E-07	28.8923	52.7322	0.0000	0.0000	75.79	76.26
ENSG00000201229	SNORA63D	19.9875	-7.8122	1.4927	-5.2335	1.663E-07	3.338E-07	45.8292	34.1208	0.0000	0.0000	0.00	0.00
ENSG00000240024	SNHG33	19.9875	-7.8122	1.4927	-5.2335	1.663E-07	3.338E-07	45.8292	34.1208	0.0000	0.0000	0.00	0.00
ENSG00000291106	SNHG33	19.9875	-7.8122	1.4927	-5.2335	1.663E-07	3.338E-07	45.8292	34.1208	0.0000	0.0000	17.92	4.43
ENSG00000247595	MISFA	20.7912	7.7995	1.4908	5.2317	1.679E-07	3.368E-07	0.0000	0.0000	35.0070	48.1579	2.76	0.51
ENSG00000293242	ENSG00000293242	20.7912	7.7995	1.4908	5.2317	1.679E-07	3.368E-07	0.0000	0.0000	35.0070	48.1579	0.51	0.09
ENSG00000235438	ESRRAP2	19.8044	-7.7973	1.4916	-5.2276	1.717E-07	3.443E-07	37.8589	41.3586	0.0000	0.0000	0.00	0.04
ENSG00000293265	ENSG00000293265	19.8044	-7.7973	1.4916	-5.2276	1.717E-07	3.443E-07	37.8589	41.3586	0.0000	0.0000	0.00	0.07
ENSG00000243799	PEX5L-AS1	20.5667	7.7835	1.4892	5.2267	1.726E-07	3.457E-07	0.0000	0.0000	41.8140	40.4527	0.00	0.00
ENSG00000153006	SREK1IP1	20.5667	7.7835	1.4892	5.2267	1.726E-07	3.457E-07	0.0000	0.0000	41.8140	40.4527	7.33	6.85
ENSG00000183337	BCOR	20.5667	7.7835	1.4892	5.2267	1.726E-07	3.457E-07	0.0000	0.0000	41.8140	40.4527	12.89	5.04
ENSG00000249242	TMEM150C	20.5643	7.7834	1.4892	5.2266	1.726E-07	3.457E-07	0.0000	0.0000	40.8416	41.4158	1.18	0.53
ENSG00000244128	LINC01322	19.8232	-7.7983	1.4921	-5.2263	1.729E-07	3.462E-07	35.8663	43.4265	0.0000	0.0000	0.82	0.09
ENSG00000279072	AC118758.3	20.5620	7.7832	1.4892	5.2263	1.730E-07	3.462E-07	0.0000	0.0000	39.8691	42.3790	0.06	0.01
ENSG00000114738	MAPKAPK3	19.7667	-7.7954	1.4918	-5.2256	1.736E-07	3.471E-07	41.8440	37.2227	0.0000	0.0000	45.41	45.88
ENSG00000234159	RBPMSLP	19.7667	-7.7954	1.4918	-5.2256	1.736E-07	3.471E-07	41.8440	37.2227	0.0000	0.0000	0.00	0.00
ENSG00000155313	USP25	19.7667	-7.7954	1.4918	-5.2256	1.736E-07	3.471E-07	41.8440	37.2227	0.0000	0.0000	17.61	8.92
ENSG00000187823	RTL4	20.5597	7.7831	1.4894	5.2256	1.736E-07	3.471E-07	0.0000	0.0000	38.8967	43.3422	0.00	0.02
ENSG00000115204	MPV17	19.8326	-7.7987	1.4925	-5.2251	1.740E-07	3.478E-07	34.8700	44.4605	0.0000	0.0000	87.16	61.55
ENSG00000163444	TMEM183A	19.7479	-7.7945	1.4925	-5.2223	1.767E-07	3.531E-07	43.8366	35.1548	0.0000	0.0000	44.00	61.02
ENSG00000198336	MYL4	19.7384	-7.7940	1.4931	-5.2201	1.788E-07	3.573E-07	44.8329	34.1208	0.0000	0.0000	0.00	0.36
ENSG00000170579	DLGAP1	19.8609	-7.8002	1.4945	-5.2192	1.797E-07	3.589E-07	31.8812	47.5624	0.0000	0.0000	11.69	3.08
ENSG00000150722	PPP1R1C	19.7196	-7.7930	1.4945	-5.2144	1.844E-07	3.682E-07	46.8255	32.0529	0.0000	0.0000	0.00	0.00
ENSG00000284292	AC004922.1	20.3236	7.7663	1.4897	5.2133	1.855E-07	3.702E-07	0.0000	0.0000	40.8416	40.4527	44.44	55.28
ENSG00000241685	ARPC1A	20.3236	7.7663	1.4897	5.2133	1.855E-07	3.702E-07	0.0000	0.0000	40.8416	40.4527	122.72	167.33
ENSG00000231419	LINC00689	20.3259	7.7664	1.4898	5.2132	1.856E-07	3.704E-07	0.0000	0.0000	41.8140	39.4895	0.02	0.00
ENSG00000236723	AL606760.2	19.5365	-7.7780	1.4921	-5.2129	1.859E-07	3.706E-07	38.8552	39.2907	0.0000	0.0000	0.33	0.15
ENSG00000157184	CPT2	19.5365	-7.7780	1.4921	-5.2129	1.859E-07	3.706E-07	38.8552	39.2907	0.0000	0.0000	20.59	14.53
ENSG00000137877	SPTBN5	19.5365	-7.7780	1.4921	-5.2129	1.859E-07	3.706E-07	38.8552	39.2907	0.0000	0.0000	0.18	0.43
ENSG00000236130	PTCSC2	20.3282	7.7666	1.4899	5.2127	1.861E-07	3.709E-07	0.0000	0.0000	42.7864	38.5264	0.00	0.00
ENSG00000134198	TSPAN2	20.3189	7.7661	1.4899	5.2126	1.862E-07	3.710E-07	0.0000	0.0000	38.8967	42.3790	0.00	0.00
ENSG00000250149	AC105919.1	20.3166	7.7660	1.4901	5.2117	1.871E-07	3.727E-07	0.0000	0.0000	37.9243	43.3422	0.00	0.00
ENSG00000286020	ENSG00000286020	19.7102	-7.7925	1.4954	-5.2109	1.879E-07	3.741E-07	47.8217	31.0190	0.0000	0.0000	0.10	0.00
ENSG00000167384	ZNF180	19.7102	-7.7925	1.4954	-5.2109	1.879E-07	3.741E-07	47.8217	31.0190	0.0000	0.0000	2.67	2.33
ENSG00000236119	AP000688.3	20.3143	7.7659	1.4904	5.2105	1.883E-07	3.747E-07	0.0000	0.0000	36.9519	44.3053	0.00	0.00
ENSG00000230212	CBR1-AS1	20.3143	7.7659	1.4904	5.2105	1.883E-07	3.747E-07	0.0000	0.0000	36.9519	44.3053	0.42	0.51
ENSG00000198822	GRM3	137.4706	-0.9592	0.1841	-5.2093	1.896E-07	3.771E-07	187.3018	175.7741	96.2694	90.5369	0.00	0.00
ENSG00000182240	BACE2	20.3120	7.7658	1.4908	5.2090	1.899E-07	3.776E-07	0.0000	0.0000	35.9795	45.2685	530.91	460.76
ENSG00000175895	PLEKHF2	20.3398	7.7671	1.4922	5.2053	1.937E-07	3.851E-07	0.0000	0.0000	47.6485	33.7106	7.04	5.22
ENSG00000147113	DIPK2B	19.6118	-7.7819	1.4957	-5.2030	1.961E-07	3.898E-07	30.8849	47.5624	0.0000	0.0000	0.00	0.00
ENSG00000095370	SH2D3C	20.3050	7.7654	1.4927	5.2023	1.969E-07	3.912E-07	0.0000	0.0000	33.0622	48.1579	0.50	0.10
ENSG00000234753	FOXP4-AS1	48.6340	7.5749	1.4566	5.2003	1.990E-07	3.952E-07	0.0000	1.0340	91.4073	102.0948	6.46	4.70
ENSG00000130558	OLFM1	20.0805	7.7490	1.4903	5.1997	1.996E-07	3.964E-07	0.0000	0.0000	39.8691	40.4527	6.14	16.19
ENSG00000141219	C17orf80	20.0851	7.7492	1.4904	5.1994	1.999E-07	3.968E-07	0.0000	0.0000	41.8140	38.5264	12.77	12.12
ENSG00000133193	VCF1	20.0851	7.7492	1.4904	5.1994	1.999E-07	3.968E-07	0.0000	0.0000	41.8140	38.5264	25.27	36.18
ENSG00000230773	AC092650.1	20.3027	7.7653	1.4935	5.1993	2.001E-07	3.970E-07	0.0000	0.0000	32.0898	49.1211	0.33	0.04
ENSG00000286353	ENSG00000286353	20.0874	7.7493	1.4906	5.1988	2.006E-07	3.980E-07	0.0000	0.0000	42.7864	37.5632	0.00	0.00
ENSG00000163072	NOSTRIN	19.2874	-7.7594	1.4927	-5.1981	2.013E-07	3.993E-07	37.8589	39.2907	0.0000	0.0000	0.00	0.03
ENSG00000145439	CBR4	19.3062	-7.7603	1.4931	-5.1976	2.019E-07	4.002E-07	35.8663	41.3586	0.0000	0.0000	15.84	4.09
ENSG00000260953	AC009093.4	19.3062	-7.7603	1.4931	-5.1976	2.019E-07	4.002E-07	35.8663	41.3586	0.0000	0.0000	0.12	0.00
ENSG00000116729	WLS	19.2591	-7.7579	1.4931	-5.1959	2.037E-07	4.037E-07	40.8477	36.1888	0.0000	0.0000	16.86	12.37
ENSG00000187950	OVCH1	19.3251	-7.7613	1.4939	-5.1955	2.042E-07	4.045E-07	33.8737	43.4265	0.0000	0.0000	0.00	0.00
ENSG00000257599	OVCH1-AS1	19.3251	-7.7613	1.4939	-5.1955	2.042E-07	4.045E-07	33.8737	43.4265	0.0000	0.0000	0.09	0.08
ENSG00000134245	WNT2B	20.0943	7.7497	1.4918	5.1947	2.050E-07	4.059E-07	0.0000	0.0000	45.7036	34.6737	1.09	0.39
ENSG00000185177	ZNF479	19.2497	-7.7574	1.4934	-5.1944	2.054E-07	4.065E-07	41.8440	35.1548	0.0000	0.0000	0.16	0.07
ENSG00000137968	SLC44A5	19.4517	-7.7735	1.4967	-5.1940	2.059E-07	4.073E-07	47.8217	29.9850	0.0000	0.0000	0.06	0.03
ENSG00000225975	ZNF567-DT	19.4517	-7.7735	1.4967	-5.1940	2.059E-07	4.073E-07	47.8217	29.9850	0.0000	0.0000	2.06	1.37
ENSG00000187231	SESTD1	26.0291	-2.6240	0.5053	-5.1928	2.072E-07	4.098E-07	36.8626	52.7322	7.7793	6.7421	18.86	8.19
ENSG00000285815	GET1-SH3BGR	46.9766	-7.5931	1.4625	-5.1919	2.081E-07	4.116E-07	87.6732	99.2607	0.9724	0.0000	3.95	1.51
ENSG00000250243	AC110296.1	19.8327	7.7312	1.4913	5.1844	2.168E-07	4.285E-07	0.0000	0.0000	36.9519	42.3790	0.00	0.00
ENSG00000234948	LINC01524	19.2120	-7.7554	1.4960	-5.1842	2.169E-07	4.287E-07	45.8292	31.0190	0.0000	0.0000	0.23	0.30
ENSG00000177034	MTX3	19.0383	-7.7405	1.4934	-5.1830	2.184E-07	4.314E-07	36.8626	39.2907	0.0000	0.0000	4.70	4.63
ENSG00000285220	AC015908.7	19.0289	-7.7400	1.4934	-5.1829	2.185E-07	4.314E-07	37.8589	38.2567	0.0000	0.0000	0.00	0.00
ENSG00000263508	AC015908.2	19.0289	-7.7400	1.4934	-5.1829	2.185E-07	4.314E-07	37.8589	38.2567	0.0000	0.0000	0.00	0.00
ENSG00000244753	RPL15P21	19.0289	-7.7400	1.4934	-5.1829	2.185E-07	4.314E-07	37.8589	38.2567	0.0000	0.0000	0.12	0.00
ENSG00000266415	MIR4636	19.0477	-7.7410	1.4936	-5.1827	2.187E-07	4.316E-07	35.8663	40.3246	0.0000	0.0000	0.00	0.00
ENSG00000238627	RNA5SP489	19.0572	-7.7415	1.4939	-5.1820	2.195E-07	4.330E-07	34.8700	41.3586	0.0000	0.0000	0.00	0.00
ENSG00000176542	USF3	19.0006	-7.7385	1.4939	-5.1800	2.218E-07	4.376E-07	40.8477	35.1548	0.0000	0.0000	2.49	3.20
ENSG00000255102	AP005436.1	18.9818	-7.7375	1.4949	-5.1761	2.266E-07	4.468E-07	42.8403	33.0869	0.0000	0.0000	0.00	0.00
ENSG00000243480	AMY2A	19.0948	-7.7435	1.4963	-5.1753	2.276E-07	4.487E-07	30.8849	45.4945	0.0000	0.0000	0.00	0.00
ENSG00000230847	OCLNP1	19.5942	7.7137	1.4915	5.1716	2.320E-07	4.574E-07	0.0000	0.0000	37.9243	40.4527	0.00	0.00
ENSG00000109572	CLCN3	20.4183	-4.7637	0.9213	-5.1706	2.333E-07	4.598E-07	49.8143	28.9510	1.9448	0.9632	35.53	21.60
ENSG00000141506	PIK3R5	18.9630	-7.7365	1.4963	-5.1705	2.335E-07	4.600E-07	44.8329	31.0190	0.0000	0.0000	0.07	0.07
ENSG00000152990	ADGRA3	19.6058	7.7143	1.4921	5.1700	2.341E-07	4.610E-07	0.0000	0.0000	42.7864	35.6369	15.63	12.86
ENSG00000128655	PDE11A	18.7704	-7.7204	1.4941	-5.1673	2.375E-07	4.673E-07	37.8589	37.2227	0.0000	0.0000	0.55	0.14
ENSG00000099246	RAB18	18.7704	-7.7204	1.4941	-5.1673	2.375E-07	4.673E-07	37.8589	37.2227	0.0000	0.0000	49.13	65.43
ENSG00000166669	ATF7IP2	18.7704	-7.7204	1.4941	-5.1673	2.375E-07	4.673E-07	37.8589	37.2227	0.0000	0.0000	0.02	0.00
ENSG00000291276	ENSG00000291276	18.7704	-7.7204	1.4941	-5.1673	2.375E-07	4.673E-07	37.8589	37.2227	0.0000	0.0000	7.88	0.68
ENSG00000224116	INHBA-AS1	18.7610	-7.7199	1.4942	-5.1665	2.385E-07	4.690E-07	38.8552	36.1888	0.0000	0.0000	0.03	0.00
ENSG00000173681	BCLAF3	18.8175	-7.7229	1.4953	-5.1649	2.406E-07	4.730E-07	32.8774	42.3926	0.0000	0.0000	4.79	1.81
ENSG00000279303	CU634019.3	18.8175	-7.7229	1.4953	-5.1649	2.406E-07	4.730E-07	32.8774	42.3926	0.0000	0.0000	0.38	0.02
ENSG00000108854	SMURF2	45.5782	-7.5506	1.4634	-5.1595	2.476E-07	4.866E-07	98.6323	82.7172	0.0000	0.9632	9.89	5.14
ENSG00000234962	LINC00700	19.3604	7.6962	1.4923	5.1573	2.505E-07	4.922E-07	0.0000	0.0000	40.8416	36.6000	0.00	0.00
ENSG00000257474	AC027288.1	27.8176	-8.2872	1.6079	-5.1542	2.547E-07	5.004E-07	37.8589	73.4115	0.0000	0.0000	0.00	0.00
ENSG00000089916	GPATCH2L	19.3673	7.6966	1.4934	5.1536	2.556E-07	5.019E-07	0.0000	0.0000	43.7588	33.7106	20.86	18.60
ENSG00000231040	LINC01911	18.5213	-7.7010	1.4948	-5.1519	2.578E-07	5.061E-07	36.8626	37.2227	0.0000	0.0000	0.00	0.00
ENSG00000279032	AL079305.1	18.5402	-7.7020	1.4950	-5.1518	2.580E-07	5.064E-07	34.8700	39.2907	0.0000	0.0000	0.04	0.00
ENSG00000185164	NOMO2	18.5119	-7.7005	1.4948	-5.1514	2.586E-07	5.073E-07	37.8589	36.1888	0.0000	0.0000	60.24	59.91
ENSG00000274025	MIR3670-4	18.5119	-7.7005	1.4948	-5.1514	2.586E-07	5.073E-07	37.8589	36.1888	0.0000	0.0000	0.00	0.00
ENSG00000227657	SERPINA7P1	18.5025	-7.7000	1.4950	-5.1504	2.600E-07	5.097E-07	38.8552	35.1548	0.0000	0.0000	0.00	0.00
ENSG00000280171	AC010329.5	18.5025	-7.7000	1.4950	-5.1504	2.600E-07	5.097E-07	38.8552	35.1548	0.0000	0.0000	0.00	0.00
ENSG00000224347	SCEL-AS1	18.5590	-7.7030	1.4957	-5.1500	2.606E-07	5.107E-07	32.8774	41.3586	0.0000	0.0000	0.00	0.00
ENSG00000215162	LINC00269	18.4931	-7.6995	1.4953	-5.1490	2.619E-07	5.132E-07	39.8515	34.1208	0.0000	0.0000	0.00	0.03
ENSG00000279558	AC244517.9	18.5684	-7.7036	1.4963	-5.1484	2.627E-07	5.144E-07	31.8812	42.3926	0.0000	0.0000	0.00	0.00
ENSG00000279047	PCDHB1-AS1	18.5684	-7.7036	1.4963	-5.1484	2.627E-07	5.144E-07	31.8812	42.3926	0.0000	0.0000	0.13	0.11
ENSG00000289752	ENSG00000289752	18.5684	-7.7036	1.4963	-5.1484	2.627E-07	5.144E-07	31.8812	42.3926	0.0000	0.0000	0.00	0.00
ENSG00000241818	SCG5-AS1	18.4837	-7.6990	1.4958	-5.1471	2.645E-07	5.175E-07	40.8477	33.0869	0.0000	0.0000	0.00	0.00
ENSG00000288864	ARHGAP11A-SCG5	18.4837	-7.6990	1.4958	-5.1471	2.645E-07	5.175E-07	40.8477	33.0869	0.0000	0.0000	0.19	0.10
ENSG00000166922	SCG5	18.4837	-7.6990	1.4958	-5.1471	2.645E-07	5.175E-07	40.8477	33.0869	0.0000	0.0000	0.19	0.20
ENSG00000171723	GPHN	585.2224	0.5133	0.0997	5.1465	2.654E-07	5.191E-07	433.3846	531.4581	675.8305	700.2166	14.29	6.02
ENSG00000257083	LOC102724421	18.5779	-7.7041	1.4970	-5.1464	2.656E-07	5.193E-07	30.8849	43.4265	0.0000	0.0000	0.00	0.00
ENSG00000263644	AC005828.3	19.1080	7.6775	1.4930	5.1424	2.712E-07	5.301E-07	0.0000	0.0000	35.9795	40.4527	0.00	0.00
ENSG00000265282	AC005828.4	19.1080	7.6775	1.4930	5.1424	2.712E-07	5.301E-07	0.0000	0.0000	35.9795	40.4527	0.00	0.00
ENSG00000168461	RAB31	18.4648	-7.6979	1.4970	-5.1421	2.717E-07	5.309E-07	42.8403	31.0190	0.0000	0.0000	17.19	17.06
ENSG00000259118	LOC100506321	19.1219	7.6782	1.4934	5.1415	2.726E-07	5.324E-07	0.0000	0.0000	41.8140	34.6737	0.52	0.24
ENSG00000224819	AC093843.1	18.2723	-7.6814	1.4955	-5.1362	2.803E-07	5.474E-07	35.8663	37.2227	0.0000	0.0000	0.02	0.00
ENSG00000260159	AC091304.2	18.2628	-7.6808	1.4955	-5.1359	2.808E-07	5.483E-07	36.8626	36.1888	0.0000	0.0000	0.00	0.00
ENSG00000115593	SMYD1	18.4460	-7.6969	1.4989	-5.1352	2.819E-07	5.501E-07	44.8329	28.9510	0.0000	0.0000	0.15	0.11
ENSG00000179676	LINC00305	23.8551	2.7729	0.5401	5.1345	2.829E-07	5.519E-07	5.9777	6.2038	42.7864	40.4527	0.00	0.00
ENSG00000293415	ENSG00000293415	92.9952	1.1674	0.2274	5.1340	2.836E-07	5.533E-07	60.7735	53.7662	130.3040	127.1370	0.18	0.09
ENSG00000064309	CDON	18.2346	-7.6793	1.4963	-5.1322	2.864E-07	5.584E-07	39.8515	33.0869	0.0000	0.0000	4.21	4.90
ENSG00000139209	SLC38A4	18.2346	-7.6793	1.4963	-5.1322	2.864E-07	5.584E-07	39.8515	33.0869	0.0000	0.0000	0.00	0.00
ENSG00000170624	SGCD	729.1571	-0.4432	0.0864	-5.1304	2.891E-07	5.635E-07	805.9956	874.7345	624.2924	611.6059	27.65	7.42
ENSG00000232838	PET117	18.2252	-7.6788	1.4968	-5.1301	2.897E-07	5.643E-07	40.8477	32.0529	0.0000	0.0000	2.51	21.73
ENSG00000149474	KAT14	18.2252	-7.6788	1.4968	-5.1301	2.897E-07	5.643E-07	40.8477	32.0529	0.0000	0.0000	10.77	7.07
ENSG00000241636	LINC01323	18.8696	7.6593	1.4934	5.1289	2.914E-07	5.676E-07	0.0000	0.0000	36.9519	38.5264	0.00	0.00
ENSG00000214146	LINC02026	18.8649	7.6590	1.4938	5.1273	2.939E-07	5.719E-07	0.0000	0.0000	35.0070	40.4527	0.34	0.00
ENSG00000238043	AC024559.1	18.8649	7.6590	1.4938	5.1273	2.939E-07	5.719E-07	0.0000	0.0000	35.0070	40.4527	0.00	0.32
ENSG00000250406	LOC124900792	18.8649	7.6590	1.4938	5.1273	2.939E-07	5.719E-07	0.0000	0.0000	35.0070	40.4527	0.00	0.00
ENSG00000198523	PLN	39.0479	1.9334	0.3772	5.1257	2.965E-07	5.768E-07	19.9257	12.4076	60.2899	63.5685	0.04	0.00
ENSG00000270249	AC093668.1	31.4774	-2.2177	0.4327	-5.1255	2.968E-07	5.770E-07	48.8180	54.8002	14.5863	7.7053	0.08	0.40
ENSG00000168255	POLR2J3	31.4774	-2.2177	0.4327	-5.1255	2.968E-07	5.770E-07	48.8180	54.8002	14.5863	7.7053	43.18	33.51
ENSG00000050730	TNIP3	18.8834	7.6600	1.4948	5.1245	2.983E-07	5.799E-07	0.0000	0.0000	42.7864	32.7474	0.00	0.00
ENSG00000185052	SLC24A3	18.2063	-7.6777	1.4983	-5.1244	2.985E-07	5.801E-07	42.8403	29.9850	0.0000	0.0000	0.68	0.28
ENSG00000147174	GCNA	18.8603	7.6588	1.4946	5.1242	2.988E-07	5.806E-07	0.0000	0.0000	33.0622	42.3790	1.74	0.39
ENSG00000227395	EIF2AP4	18.0232	-7.6614	1.4963	-5.1202	3.052E-07	5.927E-07	34.8700	37.2227	0.0000	0.0000	0.00	0.00
ENSG00000224812	TMEM72-AS1	18.0232	-7.6614	1.4963	-5.1202	3.052E-07	5.927E-07	34.8700	37.2227	0.0000	0.0000	0.08	0.03
ENSG00000140464	PML	18.0044	-7.6604	1.4963	-5.1194	3.064E-07	5.949E-07	36.8626	35.1548	0.0000	0.0000	59.29	42.09
ENSG00000117971	CHRNB4	17.9855	-7.6594	1.4969	-5.1169	3.106E-07	6.023E-07	38.8552	33.0869	0.0000	0.0000	0.00	0.03
ENSG00000137819	PAQR5	17.9855	-7.6594	1.4969	-5.1169	3.106E-07	6.023E-07	38.8552	33.0869	0.0000	0.0000	0.07	0.00
ENSG00000259426	KIF23-AS1	17.9855	-7.6594	1.4969	-5.1169	3.106E-07	6.023E-07	38.8552	33.0869	0.0000	0.0000	1.10	0.53
ENSG00000207395	Y_RNA	17.9855	-7.6594	1.4969	-5.1169	3.106E-07	6.023E-07	38.8552	33.0869	0.0000	0.0000	0.00	0.00
ENSG00000260458	KCNJ18	18.0609	-7.6635	1.4979	-5.1163	3.115E-07	6.040E-07	30.8849	41.3586	0.0000	0.0000	0.00	0.00
ENSG00000127863	TNFRSF19	17.9761	-7.6588	1.4973	-5.1150	3.138E-07	6.082E-07	39.8515	32.0529	0.0000	0.0000	11.48	6.28
ENSG00000259115	AL357153.3	18.6311	7.6409	1.4940	5.1144	3.148E-07	6.095E-07	0.0000	0.0000	37.9243	36.6000	0.00	0.00
ENSG00000245466	TTC9-DT	18.6311	7.6409	1.4940	5.1144	3.148E-07	6.095E-07	0.0000	0.0000	37.9243	36.6000	0.00	0.00
ENSG00000240837	RN7SL77P	18.6311	7.6409	1.4940	5.1144	3.148E-07	6.095E-07	0.0000	0.0000	37.9243	36.6000	0.00	0.00
ENSG00000278881	FP325331.1	18.6311	7.6409	1.4940	5.1144	3.148E-07	6.095E-07	0.0000	0.0000	37.9243	36.6000	0.05	0.12
ENSG00000283155	AC116353.4	18.6357	7.6411	1.4944	5.1133	3.166E-07	6.126E-07	0.0000	0.0000	39.8691	34.6737	0.00	0.00
ENSG00000283602	AC116353.5	18.6357	7.6411	1.4944	5.1133	3.166E-07	6.126E-07	0.0000	0.0000	39.8691	34.6737	0.00	0.00
ENSG00000293441	ENSG00000293441	18.6357	7.6411	1.4944	5.1133	3.166E-07	6.126E-07	0.0000	0.0000	39.8691	34.6737	0.00	0.00
ENSG00000072201	LNX1	18.6241	7.6405	1.4943	5.1131	3.169E-07	6.130E-07	0.0000	0.0000	35.0070	39.4895	0.12	0.00
ENSG00000156475	PPP2R2B	18.6172	7.6401	1.4956	5.1083	3.251E-07	6.286E-07	0.0000	0.0000	32.0898	42.3790	2.29	1.03
ENSG00000170745	KCNS3	17.7647	-7.6407	1.4971	-5.1038	3.328E-07	6.434E-07	34.8700	36.1888	0.0000	0.0000	26.48	9.58
